Carimbo de data/hora,,Sexo:,Localização:,Formação:,Porte da Organização:,Qual a sua experiência no cargo ocupado?,"De acordo com o seu cargo, em qual nível você se encontra?",Você possui alguma certificação relacionada ao cargo que você está ocupando?,Você sempre atuou na área Tech? ,Qual o seu cargo ou função na organização? ,Em quais stacks você já atuou e/ou está trabalhando atualmente?,"Eu compreendo a técnica de teste funcional, seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica de teste estrutural (caixa-branca), seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica baseada em defeitos, critério de análise de mutantes e sou capaz de aplicá-la",Eu tenho experiência com automatização de testes de software e sou capaz de aplicá-la,Eu compreendo os fundamentos de BDD,Eu compreendo e utilizo cucumber + gherking,Eu compreendo e aplico os conceitos de agile testing,"Marque a opção correta para engano, defeito, erro e falha: [Engano]","Marque a opção correta para engano, defeito, erro e falha: [Defeito]","Marque a opção correta para engano, defeito, erro e falha: [Erro]","Marque a opção correta para engano, defeito, erro e falha: [Falha]","Com relação a sua experiência com ferramentas para o teste de aplicações mobile, marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste de aplicações web (partindo do front-end), marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste APIs REST (back-end), marque aquelas que você utiliza ou já utilizou:",Quais linguagens de programação você já utilizou para automação de testes de software?,"Durante seu aprendizado, você percebeu dificuldades em encontrar materiais de estudo relacionado a qualidade de software?",Quais fontes você geralmente utiliza para aprimorar suas habilidades?,Quais as habilidades mais importantes para um um QA eficiente? Marque no máximo 5 das opções disponíveis.,"Quais atividades que você, como um QA, está desempenhando na organização? Marque no máximo 5 das opções disponíveis.",Qual(is) etapa(s) do processo de desenvolvimento de software você participa?,Qual(is) nível(is) de testes você aplica durante o processo de desenvolvimento de software?,Qual(is) tipo(s) de testes você realiza durante o processo de desenvolvimento de software?,"Existem outras atividades, não mencionadas no formulário, que você executa durante o processo de testes de software?","Qual a sua percepção sobre a utilização de assistentes inteligentes e LLMs para geração de dados de teste? Vantagens, desvantagens e ajuda mesmo em cenários com lógicas complexas? Comenta aqui pra gente ;)"
2021/06/04 21:27:47,Li e aceito participar da pesquisa,Feminino,Piracicaba - SP,Ensino Superior Incompleto,Pequena (até 99 funcionários),De 1 a 3 anos,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,Não,Quality Assurance - QA,"Web, Mobile",2,2,2,1,3,1,3,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,nunca utilizei,Nunca utilizei,Nunca utilizaei,Nunca utilizei,Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Pensar como técnico e usuário, Ser investigador, Ser flexível, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Reportar erros e defeitos",Definição dos Requisitos,"Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Usabilidade, Performance",Não,
2021/06/04 15:37:11,Li e aceito participar da pesquisa,Feminino,Uberlandia-mg,Pos-graduação completo,Média (até 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Sim,Analista de Automação de Testes,"Web, Backend",4,4,3,4,4,4,4,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Ação incorreta tomada pelo programador,Apium,Selenium,"Uso estritamente manual com Postman, REST Assured","Java, C#",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser flexível, Ser proativo","Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner","Integração e Testes do Sistema, Operação e Manutenção","Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado",não,
2021/06/04 15:37:31,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",CTFL,Sim,Quality Assurance - QA,"Web, Mobile, Backend, Acessibilidade",4,4,4,5,5,5,5,Não sei informar,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Apium,"Selenium, Cypress, Capybara, Robotframework","Automação com Postman, Uso estritamente manual com Postman, REST Assured, Robot Framework","Java, JavaScript, Python, Ruby",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, StackOverflow","Ser comunicativo(a), Ser detalhista, Ter empatia, Ser analítico, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite, Acessibilidade","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade, Performance, Confiabilidade",Não,
2021/06/04 12:59:59,Li e aceito participar da pesquisa,Feminino,Blumenau - SC,Ensino Superior Completo,Grande (mais de 499 funcionários),De 1 a 3 anos,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,Não. Vim da Fisioterapia. No início eu sentia dificuldade na compreensão das lógicas de programação. ,Analista de Teste,"Web, Backend, Desktop",5,3,3,4,5,3,3,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,Selenium,Automação com Postman,"Java, JavaScript",Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser analítico, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Realizar automação dos testes, Ajudar a solucionar problemas, Reportar erros e defeitos","Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Dinâmico, Manual, Automatizado",Cuidar do ambiente de testes físico (Laboratório) ,
2021/06/04 16:08:11,Li e aceito participar da pesquisa,Masculino,São Paulo - SP,Ensino Superior Completo,Média (até 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim. CTFL, Automação do Zero, Setting a Foundation for Successful Test Automation",Sim,Quality Assurance - QA,Web,5,1,5,3,5,4,4,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Não possuo experiência,"Selenium, Capybara, Robotframework, Webdriver.io","Uso estritamente manual com Postman, Robot Framework","Java, JavaScript, Python",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser detalhista, Pensar como técnico e usuário, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Integração, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Usabilidade, Confiabilidade",Estimativas de teste,
2021/06/04 16:08:55,Li e aceito participar da pesquisa,Masculino,São Paulo - SP,Ensino Superior Completo,Média (até 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim (CTFL, CTFL-AT, CTAL-TA, CTAL-TM, CTAL-TTA)",Sim,Quality Assurance - QA,"Web, Backend",5,5,5,5,5,5,5,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Cypress, Protractor, Capybara, Robotframework","Automação com Postman, Uso estritamente manual com Postman, HTTPParty, Robot Framework","Java, JavaScript, Python, Ruby, C#",Não,"Medium, Livros","Ser comunicativo(a), Ter empatia, Sabe escutar, Possuir conhecimento técnico, Ser investigador","Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Ajudar a solucionar problemas","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Dinâmico, Manual, Automatizado","Atividades relacionadas a infraestrutura, como configurar e definir pipelines",
2021/06/04 16:32:29,Li e aceito participar da pesquisa,Feminino,Uberlândia - MG,Especialista,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Sim. CTFL e CTFL AT,Não. ,Analista de Teste,"Web, Mobile",5,4,4,2,4,4,5,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Apium,Selenium,Automação com Postman,Java,Sim,"Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Ter empatia","Escrever e definir cenários de teste, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Reportar erros e defeitos",Operação e Manutenção,Testes de Sistema,"Caixa Preta (Teste Funcional), Manual",Não,
2021/06/03 18:22:31,Li e aceito participar da pesquisa,Feminino,Belo Horizonte - MG,Ensino Superior Completo,Média (até 499 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,Sim,Analista de Teste,Web,5,5,5,5,5,4,5,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Ação incorreta tomada pelo programador,XCUITest,Selenium,Automação com Postman,Python,Sim,"Canais do Youtube, Artigos acadêmicos, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser detalhista, Ser curioso, Ser analítico, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos","Definição dos Requisitos, Implementação e Testes de Unidade","Testes de Unidade, Testes de Integração, Testes de Aceite","Caixa Branca (Teste Estrutural), Dinâmico, Manual, Automatizado, Usabilidade",Não,
2021/06/04 16:53:14,Li e aceito participar da pesquisa,Feminino,Uberlândia- MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não ,Sim,Quality Assurance - QA,Backend,5,2,4,1,2,1,3,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Nenhuma,Nenhuma,Nenhuma,"Java, C#",Não,"Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser analítico, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos","Projeto do Software, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Aceite","Caixa Preta (Teste Funcional), Manual",Não,
2021/06/04 17:52:57,Li e aceito participar da pesquisa,Masculino,Belo Horizonte MG,Especialista,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)","CTFL, CTFL-AT","Não, já trabalhei no McDonald's ",Engenheiro de Qualidade de Software,"Web, Mobile, Backend",4,4,4,4,5,3,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Cypress, Capybara","REST Assured, HTTPParty","Java, JavaScript, Ruby",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Ser autoconfiante, Pensar como técnico e usuário, Possuir conhecimento técnico","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Dinâmico, Manual, Automatizado, Usabilidade, Performance",Compartilhar conhecimento ,
2021/06/04 17:57:18,Li e aceito participar da pesquisa,Masculino,SC,Ensino Superior Completo,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",nao,sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend, desktop",5,4,4,4,4,4,5,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Cypress, Protractor, Capybara","Uso estritamente manual com Postman, Progress 4GL - ferramenta nativa","JavaScript, Ruby, C#, Progress 4GL",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser analítico, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance","Avaliação sugestão de melhorias pelos clientes, processo de UX (entrevistas)",
2021/06/04 18:44:21,Li e aceito participar da pesquisa,Feminino,Uberlândia- MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não ,Sim,Quality Assurance - QA,Backend,5,2,4,1,2,1,3,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Nenhuma,Nenhuma,Nenhuma,"Java, C#",Não,"Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser analítico, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Reportar erros e defeitos","Projeto do Software, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Aceite","Caixa Preta (Teste Funcional), Manual",Não,
2021/06/04 18:50:04,Li e aceito participar da pesquisa,Feminino,Taquaritinga - SP,Ensino Superior Completo,Pequena (até 99 funcionários),De 1 a 3 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, CTFL",Sim,Analista de Teste,"Web, Mobile, Backend",5,3,2,3,5,5,3,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Cypress","Automação com Postman, Uso estritamente manual com Postman, Jest + supertest","Java, JavaScript",Sim,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Ter empatia, Pensar como técnico e usuário, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Reportar erros e defeitos","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual, Automatizado, Usabilidade, Segurança",Não,
2021/06/04 19:57:53,Li e aceito participar da pesquisa,Masculino,São Paulo/sp,Especialista,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Nao,Sim,Analista de Automação de Testes,"Web, Mobile, Backend",4,4,3,5,5,5,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,Selenium,"Automação com Postman, Uso estritamente manual com Postman, REST Assured, HTTPParty","Java, Python",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Pensar como técnico e usuário, Ser flexível, Ser proativo","Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Reportar erros e defeitos","Definição dos Requisitos, Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade, Segurança",Não,
2021/06/04 20:05:51,Li e aceito participar da pesquisa,Masculino,Nova Iguaçu - RJ,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)","Sim. Em vários cursos feitos incluindo o do Júlio de Lima, Cypress e JavaScript",Não. Me formei em Educação física e tenho dificuldades com linguagem Java e manipulação de banco de dados ,Quality Assurance - QA,"Web, Mobile, Backend",4,2,4,4,5,5,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Apium,"Selenium, Cypress, Capybara","Uso estritamente manual com Postman, Insomnia","JavaScript, Ruby",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser flexível, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",Não,
2021/06/04 20:08:17,Li e aceito participar da pesquisa,Masculino,Itaquaquecetuba - SP,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",NÃO,NÃO,Software Development Engineer In Test - SDET,"Web, Backend, API REST",5,5,5,5,4,4,3,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,Apium,"Selenium, Robotframework, Pytest-BDD","REST Assured, Robot Framework","Java, Python",Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros, plataforma Oreilly","Aprender rápido, Ser comunicativo(a), Sabe escutar, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas, Reportar erros e defeitos","Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Testes de Mutação, Dinâmico, Automatizado",não,
2021/06/07 10:35:42,Li e aceito participar da pesquisa,Masculino,São Paulo - SP,Ensino Superior Completo,Média (até 499 funcionários),De 1 a 3 anos,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,"Não, já trabalhei no setor de comércio e escolar antes de atuar na área tech.",Analista de Teste,"Web, Mobile, Backend",3,2,3,2,2,1,4,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Nenhum,Selenium,Uso estritamente manual com Postman,Nenhuma,Sim,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Sistema, Testes de Regressão","Manual, Usabilidade, Performance",Não,
